Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2887,2222,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",1349,,OBC-NCL
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",542,542,ST
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",1122,689,SC
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",988,973,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",404,223,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",928,477,OBC-NCL
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",,1100,SC
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",876,739,SC
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",43,,SC
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",47,44,SC
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",102,102,OPEN (PwD)
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",2371,2013,OBC-NCL
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",,299,ST
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",3200,,OBC-NCL
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1073,831,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",3091,2652,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",151,151,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Applied Geology (5 Years, Integrated Master of Science)",8658,,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Architecture (5 Years, Bachelor of Architecture)",10310,5783,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",12,12,OPEN (PwD)
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",416,357,ST
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1483,1483,SC
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",606,299,SC
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",5716,3710,OPEN
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",602,602,ST
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,1779,OBC-NCL
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",157,157,OPEN (PwD)
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",45,45,OBC-NCL (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",1479,422,OPEN
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",468,390,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",40,40,OBC-NCL (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",45,45,OBC-NCL (PwD)
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4432,2529,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemistry (4 Years, Bachelor of Science)",697,661,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",87,60,ST
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",2221,1800,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",796,283,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",514,228,OPEN
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6554,5680,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",130,89,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",43,43,OPEN (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",1098,408,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",777,26,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",706,607,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",3,3,SC (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",1041,6,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",284,189,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemistry (4 Years, Bachelor of Science)",49,49,OPEN (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3403,3113,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",959,766,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",108,57,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",1783,1560,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",536,438,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",15,1,ST
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",178,20,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",384,384,ST
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",24,24,OPEN (PwD)
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",2392,2126,OBC-NCL
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",427,365,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",484,428,OBC-NCL
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",1686,1329,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",91,91,OPEN (PwD)
Indian Institute of Technology Mandi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1201,821,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",5431,2826,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1718,1618,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",3718,2609,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3606,3009,OPEN
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",676,448,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2207,1715,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",16,16,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",35,35,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",123,123,OPEN (PwD)
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2996,1729,OPEN
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",15,15,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1556,1288,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",418,339,SC
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",618,202,ST
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",1776,1337,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",745,581,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1125,119,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1119,884,ST
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",7066,5456,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Civil Engineering (4 Years, Bachelor of Technology)",1007,356,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",583,249,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics (4 Years, Bachelor of Technology)",763,360,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Engineering Physics and M.Tech. with specialization in Nano Science (5 Years, Bachelor and Master of Technology (Dual Degree))",1843,1092,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",164,33,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",1647,1015,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",19,12,ST
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",140,72,OBC-NCL
Indian Institute of Technology Delhi,AI,Gender-Neutral,2016,"Textile Technology (4 Years, Bachelor of Technology)",1004,647,ST
Indian Institute of Technology Indore,AI,Gender-Neutral,2016,"Mechanical Engineering (4 Years, Bachelor of Technology)",557,401,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Architecture (5 Years, Bachelor of Architecture)",2347,1815,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3321,2262,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Chemistry (5 Years, Integrated Master of Science)",8727,3979,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",30,24,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2016,"Economics (5 Years, Integrated Master of Science)",29,29,OPEN (PwD)
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",979,789,SC
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",992,762,SC
Indian Institute of Technology Bhubaneswar,AI,Gender-Neutral,2016,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",8482,6393,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Aerospace Engineering (4 Years, Bachelor of Technology)",468,297,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Chemical Engineering (4 Years, Bachelor of Technology)",974,447,OBC-NCL
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Computer Science and Engineering (4 Years, Bachelor of Technology)",26,2,SC
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",227,22,OPEN
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering (4 Years, Bachelor of Technology)",1,1,SC (PwD)
Indian Institute of Technology Bombay,AI,Gender-Neutral,2016,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",226,140,SC
